"No.","Time","Source","Destination","Protocol","Length","Info"
"5133","14.754754","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=167232 Win=66048 Len=0"
"5134","14.760393","192.168.255.117","74.125.250.102","UDP","141","63848  >  19305 Len=99"
"5135","14.768752","104.70.235.169","192.168.255.117","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"5136","14.774627","192.168.255.117","74.125.250.102","UDP","1078","63848  >  19305 Len=1036"
"5137","14.780207","192.168.255.117","74.125.250.102","UDP","148","63848  >  19305 Len=106"
"5138","14.788513","192.168.255.117","74.125.250.102","UDP","1078","63848  >  19305 Len=1036"
"5139","14.794246","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5140","14.794246","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=168612 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5141","14.794403","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=169992 Win=66048 Len=0"
"5142","14.794830","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=169992 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5143","14.794830","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=171372 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5144","14.794830","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=172752 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5145","14.794830","104.70.235.169","192.168.255.117","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"5146","14.794830","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=175512 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5147","14.794942","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=176892 Win=66048 Len=0"
"5148","14.797708","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=176892 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5149","14.797708","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=178272 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5150","14.797787","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=179652 Win=66048 Len=0"
"5151","14.798180","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=179652 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5152","14.798180","104.70.235.169","192.168.255.117","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"5153","14.798262","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=182412 Win=66048 Len=0"
"5154","14.800223","192.168.255.117","74.125.250.102","UDP","142","63848  >  19305 Len=100"
"5155","14.804047","192.168.255.117","74.125.250.102","UDP","1078","63848  >  19305 Len=1036"
"5156","14.805624","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=182412 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5157","14.805624","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=183792 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5158","14.805711","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=185172 Win=66048 Len=0"
"5159","14.812493","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=185172 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5160","14.812610","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=186552 Win=66048 Len=0"
"5161","14.820780","192.168.255.117","74.125.250.102","UDP","166","63848  >  19305 Len=124"
"5162","14.823442","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=186552 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5163","14.823442","104.70.235.169","192.168.255.117","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"5164","14.823442","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=189312 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5165","14.823551","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=190692 Win=66048 Len=0"
"5166","14.827486","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=190692 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5167","14.827486","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=192072 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5168","14.827603","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=193452 Win=66048 Len=0"
"5169","14.832406","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5170","14.835586","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=193452 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5171","14.835586","104.70.235.169","192.168.255.117","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"5172","14.835775","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=196212 Win=66048 Len=0"
"5173","14.840561","192.168.255.117","74.125.250.102","UDP","150","63848  >  19305 Len=108"
"5174","14.842502","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=196212 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5175","14.842502","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=197592 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5176","14.842654","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=198972 Win=66048 Len=0"
"5177","14.850081","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=198972 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5178","14.850081","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=200352 Ack=2246 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5179","14.850218","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=201732 Win=66048 Len=0"
"5180","14.859329","104.70.235.169","192.168.255.117","TLSv1.3","230","Application Data"
"5181","14.859482","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2246 Ack=201908 Win=66048 Len=0"
"5182","14.861751","192.168.255.117","74.125.250.102","UDP","149","63848  >  19305 Len=107"
"5183","14.872957","192.168.255.117","74.125.250.102","UDP","1021","63848  >  19305 Len=979"
"5184","14.880244","192.168.255.117","74.125.250.102","UDP","147","63848  >  19305 Len=105"
"5185","14.885781","192.168.255.117","104.70.235.169","TLSv1.3","153","Application Data"
"5186","14.899980","192.168.255.117","74.125.250.102","UDP","152","63848  >  19305 Len=110"
"5187","14.920889","192.168.255.117","74.125.250.102","UDP","148","63848  >  19305 Len=106"
"5188","14.937804","74.125.250.102","192.168.255.117","UDP","108","19305  >  63848 Len=66"
"5189","14.940574","192.168.255.117","74.125.250.102","UDP","155","63848  >  19305 Len=113"
"5190","14.960764","192.168.255.117","74.125.250.102","UDP","166","63848  >  19305 Len=124"
"5191","14.965385","192.168.255.117","74.125.250.102","UDP","136","63848  >  19305 Len=94"
"5192","14.970366","192.168.255.117","74.125.250.102","UDP","858","63848  >  19305 Len=816"
"5193","14.980637","192.168.255.117","74.125.250.102","UDP","167","63848  >  19305 Len=125"
"5194","14.995844","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5195","14.999800","192.168.255.117","74.125.250.102","UDP","155","63848  >  19305 Len=113"
"5196","15.019965","192.168.255.117","74.125.250.102","UDP","158","63848  >  19305 Len=116"
"5197","15.040898","192.168.255.117","74.125.250.102","UDP","155","63848  >  19305 Len=113"
"5198","15.045021","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"5199","15.045021","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=201908 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5200","15.046265","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=203288 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5201","15.046265","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=204668 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5202","15.046265","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=206048 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5203","15.046265","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=207428 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5204","15.046265","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=208808 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5205","15.046438","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2345 Ack=210188 Win=66048 Len=0"
"5206","15.052226","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=210188 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5207","15.052226","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=211568 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5208","15.052402","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2345 Ack=212948 Win=66048 Len=0"
"5209","15.056301","104.70.235.169","192.168.255.117","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"5210","15.056301","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=214328 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5211","15.056466","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2345 Ack=215708 Win=66048 Len=0"
"5212","15.058144","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=215708 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5213","15.058144","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=217088 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5214","15.058308","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2345 Ack=218468 Win=66048 Len=0"
"5215","15.058658","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=218468 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5216","15.058658","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=219848 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5217","15.058830","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2345 Ack=221228 Win=66048 Len=0"
"5218","15.060473","192.168.255.117","74.125.250.102","UDP","154","63848  >  19305 Len=112"
"5219","15.063165","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=221228 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5220","15.063165","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=222608 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5221","15.063310","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2345 Ack=223988 Win=132352 Len=0"
"5222","15.063451","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=223988 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5223","15.063451","104.70.235.169","192.168.255.117","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"5224","15.063563","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2345 Ack=226748 Win=132352 Len=0"
"5225","15.066953","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=226748 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5226","15.066953","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=228128 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5227","15.067090","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2345 Ack=229508 Win=132352 Len=0"
"5228","15.068731","192.168.255.117","74.125.250.102","UDP","678","63848  >  19305 Len=636"
"5229","15.070829","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=229508 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5230","15.070829","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=230888 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5231","15.071019","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2345 Ack=232268 Win=132352 Len=0"
"5232","15.072705","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=232268 Ack=2345 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5233","15.072705","104.70.235.169","192.168.255.117","TLSv1.3","283","Application Data"
"5234","15.072852","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2345 Ack=233877 Win=132352 Len=0"
"5235","15.077898","192.168.255.117","74.125.250.102","UDP","678","63848  >  19305 Len=636"
"5236","15.080028","192.168.255.117","74.125.250.102","UDP","174","63848  >  19305 Len=132"
"5237","15.100663","192.168.255.117","74.125.250.102","UDP","156","63848  >  19305 Len=114"
"5238","15.106814","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5239","15.120281","192.168.255.117","74.125.250.102","UDP","164","63848  >  19305 Len=122"
"5240","15.140194","192.168.255.117","74.125.250.102","UDP","165","63848  >  19305 Len=123"
"5241","15.142643","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"5242","15.151951","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"5243","15.160832","192.168.255.117","74.125.250.102","UDP","174","63848  >  19305 Len=132"
"5244","15.174469","192.168.255.117","74.125.250.102","UDP","1086","63848  >  19305 Len=1044"
"5245","15.180769","192.168.255.117","74.125.250.102","UDP","169","63848  >  19305 Len=127"
"5246","15.189988","192.168.255.117","74.125.250.102","UDP","1086","63848  >  19305 Len=1044"
"5247","15.195726","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5248","15.200232","192.168.255.117","74.125.250.102","UDP","157","63848  >  19305 Len=115"
"5249","15.204614","192.168.255.117","74.125.250.102","UDP","1086","63848  >  19305 Len=1044"
"5250","15.221337","192.168.255.117","74.125.250.102","UDP","157","63848  >  19305 Len=115"
"5251","15.240704","192.168.255.117","74.125.250.102","UDP","157","63848  >  19305 Len=115"
"5252","15.246331","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5253","15.260508","192.168.255.117","74.125.250.102","UDP","172","63848  >  19305 Len=130"
"5254","15.266714","172.217.194.113","192.168.255.117","UDP","68","443  >  60537 Len=26"
"5255","15.268684","192.168.255.117","74.125.250.102","UDP","1171","63848  >  19305 Len=1129"
"5256","15.280118","192.168.255.117","74.125.250.102","UDP","157","63848  >  19305 Len=115"
"5257","15.299601","192.168.255.117","74.125.250.102","UDP","154","63848  >  19305 Len=112"
"5258","15.307048","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5259","15.320364","192.168.255.117","74.125.250.102","UDP","159","63848  >  19305 Len=117"
"5260","15.340503","192.168.255.117","74.125.250.102","UDP","164","63848  >  19305 Len=122"
"5261","15.350111","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5262","15.360766","192.168.255.117","74.125.250.102","UDP","162","63848  >  19305 Len=120"
"5263","15.370383","192.168.255.117","74.125.250.102","UDP","673","63848  >  19305 Len=631"
"5264","15.378559","192.168.255.117","74.125.250.102","UDP","673","63848  >  19305 Len=631"
"5265","15.380530","192.168.255.117","74.125.250.102","UDP","162","63848  >  19305 Len=120"
"5266","15.400495","192.168.255.117","74.125.250.102","UDP","162","63848  >  19305 Len=120"
"5267","15.401985","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5268","15.420584","192.168.255.117","74.125.250.102","UDP","158","63848  >  19305 Len=116"
"5269","15.440472","192.168.255.117","104.70.235.169","TLSv1.3","185","Application Data"
"5270","15.440774","192.168.255.117","74.125.250.102","UDP","158","63848  >  19305 Len=116"
"5271","15.453988","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"5272","15.461036","192.168.255.117","74.125.250.102","UDP","159","63848  >  19305 Len=117"
"5273","15.461294","192.168.255.117","142.251.10.95","UDP","75","64219  >  443 Len=33"
"5274","15.466220","192.168.255.117","74.125.250.102","UDP","700","63848  >  19305 Len=658"
"5275","15.474864","192.168.255.117","74.125.250.102","UDP","700","63848  >  19305 Len=658"
"5276","15.480163","192.168.255.117","74.125.250.102","UDP","150","63848  >  19305 Len=108"
"5277","15.491290","74.125.250.102","192.168.255.117","UDP","156","19305  >  63848 Len=114"
"5278","15.500526","192.168.255.117","74.125.250.102","UDP","153","63848  >  19305 Len=111"
"5279","15.511661","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5280","15.520660","192.168.255.117","74.125.250.102","UDP","155","63848  >  19305 Len=113"
"5281","15.539982","192.168.255.117","74.125.250.102","UDP","160","63848  >  19305 Len=118"
"5282","15.560290","192.168.255.117","74.125.250.102","UDP","166","63848  >  19305 Len=124"
"5283","15.565289","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"5284","15.577428","192.168.255.117","74.125.250.102","UDP","1216","63848  >  19305 Len=1174"
"5285","15.580776","192.168.255.117","74.125.250.102","UDP","164","63848  >  19305 Len=122"
"5286","15.587003","142.251.10.95","192.168.255.117","UDP","67","443  >  64219 Len=25"
"5287","15.596866","192.168.255.117","74.125.250.102","UDP","1216","63848  >  19305 Len=1174"
"5288","15.600448","192.168.255.117","74.125.250.102","UDP","165","63848  >  19305 Len=123"
"5289","15.603630","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=233877 Ack=2476 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5290","15.603630","104.70.235.169","192.168.255.117","TLSv1.3","364","Application Data"
"5291","15.603744","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2476 Ack=235567 Win=132352 Len=0"
"5292","15.609792","192.168.255.117","74.125.250.102","UDP","1216","63848  >  19305 Len=1174"
"5293","15.617497","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5294","15.620193","192.168.255.117","74.125.250.102","UDP","167","63848  >  19305 Len=125"
"5295","15.626418","192.168.255.117","74.125.250.102","UDP","1217","63848  >  19305 Len=1175"
"5296","15.640916","192.168.255.117","74.125.250.102","UDP","155","63848  >  19305 Len=113"
"5297","15.647611","192.168.255.117","104.70.235.169","TLSv1.3","156","Application Data"
"5298","15.660549","192.168.255.117","74.125.250.102","UDP","157","63848  >  19305 Len=115"
"5299","15.667642","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5300","15.670250","192.168.255.117","74.125.250.102","UDP","1163","63848  >  19305 Len=1121"
"5301","15.680232","192.168.255.117","74.125.250.102","UDP","153","63848  >  19305 Len=111"
"5302","15.700699","192.168.255.117","74.125.250.102","UDP","180","63848  >  19305 Len=138"
"5303","15.718925","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5304","15.720220","192.168.255.117","74.125.250.102","UDP","171","63848  >  19305 Len=129"
"5305","15.740658","192.168.255.117","74.125.250.102","UDP","165","63848  >  19305 Len=123"
"5306","15.761182","192.168.255.117","74.125.250.102","UDP","159","63848  >  19305 Len=117"
"5307","15.773204","192.168.255.117","74.125.250.102","UDP","709","63848  >  19305 Len=667"
"5308","15.773474","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5309","15.780150","192.168.255.117","74.125.250.102","UDP","155","63848  >  19305 Len=113"
"5310","15.783391","192.168.255.117","74.125.250.102","UDP","710","63848  >  19305 Len=668"
"5311","15.799169","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=235567 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5312","15.799169","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=236947 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5313","15.799308","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2578 Ack=238327 Win=132352 Len=0"
"5314","15.799609","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=238327 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5315","15.799609","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=239707 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5316","15.799692","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2578 Ack=241087 Win=132352 Len=0"
"5317","15.800422","192.168.255.117","74.125.250.102","UDP","150","63848  >  19305 Len=108"
"5318","15.811003","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=241087 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5319","15.811003","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=242467 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5320","15.811160","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2578 Ack=243847 Win=132352 Len=0"
"5321","15.812936","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=243847 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5322","15.812936","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=245227 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5323","15.813048","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2578 Ack=246607 Win=132352 Len=0"
"5324","15.815090","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=246607 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5325","15.815090","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=247987 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5326","15.815170","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2578 Ack=249367 Win=132352 Len=0"
"5327","15.815479","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=249367 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5328","15.819950","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5329","15.819950","104.70.235.169","192.168.255.117","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"5330","15.820133","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2578 Ack=252127 Win=132352 Len=0"
"5331","15.820752","192.168.255.117","74.125.250.102","UDP","161","63848  >  19305 Len=119"
"5332","15.820757","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=252127 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5333","15.820757","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=253507 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5334","15.820757","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=254887 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5335","15.820894","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2578 Ack=256267 Win=132352 Len=0"
"5336","15.825042","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [PSH, ACK] Seq=256267 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5337","15.825042","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=257647 Ack=2578 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"5338","15.825186","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2578 Ack=259027 Win=132352 Len=0"
"5339","15.825596","104.70.235.169","192.168.255.117","TLSv1.3","1431","Application Data"
"5340","15.825713","192.168.255.117","104.70.235.169","TCP","54","50122  >  443 [ACK] Seq=2578 Ack=260404 Win=131072 Len=0"
"5341","15.840163","192.168.255.117","74.125.250.102","UDP","156","63848  >  19305 Len=114"
"5342","15.860970","192.168.255.117","74.125.250.102","UDP","159","63848  >  19305 Len=117"
"5343","15.867359","192.168.255.117","74.125.250.102","UDP","688","63848  >  19305 Len=646"
"5344","15.870716","192.168.255.117","104.70.235.169","TLSv1.3","157","Application Data"
"5345","15.875971","192.168.255.117","74.125.250.102","UDP","688","63848  >  19305 Len=646"
"5346","15.880663","192.168.255.117","74.125.250.102","UDP","162","63848  >  19305 Len=120"
"5347","15.900071","192.168.255.117","74.125.250.102","UDP","156","63848  >  19305 Len=114"
"5348","15.920502","192.168.255.117","74.125.250.102","UDP","164","63848  >  19305 Len=122"
"5349","15.925974","74.125.250.102","192.168.255.117","UDP","108","19305  >  63848 Len=66"
"5350","15.935264","192.168.255.117","74.125.250.102","STUN","154","Binding Request user: 6g+sCYpQJOazmUIR:OAFq"
"5351","15.940420","192.168.255.117","74.125.250.102","UDP","164","63848  >  19305 Len=122"
"5352","15.960212","192.168.255.117","74.125.250.102","UDP","167","63848  >  19305 Len=125"
"5353","15.965539","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"5354","15.973752","192.168.255.117","74.125.250.102","UDP","1152","63848  >  19305 Len=1110"
"5355","15.979519","192.168.255.117","74.125.250.102","UDP","136","63848  >  19305 Len=94"
"5356","15.980190","192.168.255.117","74.125.250.102","UDP","168","63848  >  19305 Len=126"
"5357","15.991528","192.168.255.117","74.125.250.102","UDP","1152","63848  >  19305 Len=1110"
"5358","16.000534","192.168.255.117","74.125.250.102","UDP","166","63848  >  19305 Len=124"
"5359","16.005591","192.168.255.117","74.125.250.102","UDP","1152","63848  >  19305 Len=1110"
"5360","16.020587","192.168.255.117","74.125.250.102","UDP","161","63848  >  19305 Len=119"
"5361","16.026599","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"5362","16.040255","192.168.255.117","74.125.250.102","UDP","153","63848  >  19305 Len=111"
"5363","16.040288","104.70.235.169","192.168.255.117","TCP","1434","443  >  50122 [ACK] Seq=260404 Ack=2681 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
