"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.255.117","74.125.250.102","UDP","155","63848  >  19305 Len=113"
"2","0.005597","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"3","0.020871","192.168.255.117","74.125.250.102","UDP","167","63848  >  19305 Len=125"
"4","0.040616","192.168.255.117","74.125.250.102","UDP","161","63848  >  19305 Len=119"
"5","0.055118","192.168.255.117","74.125.250.102","UDP","834","63848  >  19305 Len=792"
"6","0.059884","192.168.255.117","74.125.250.102","UDP","157","63848  >  19305 Len=115"
"7","0.061441","192.168.255.117","74.125.250.102","UDP","835","63848  >  19305 Len=793"
"8","0.071646","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"9","0.079928","192.168.255.117","74.125.250.102","UDP","165","63848  >  19305 Len=123"
"10","0.099784","192.168.255.117","74.125.250.102","UDP","167","63848  >  19305 Len=125"
"11","0.108508","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"12","0.119959","192.168.255.117","74.125.250.102","UDP","161","63848  >  19305 Len=119"
"13","0.140409","192.168.255.117","74.125.250.102","UDP","162","63848  >  19305 Len=120"
"14","0.151243","192.168.255.117","74.125.250.102","UDP","942","63848  >  19305 Len=900"
"15","0.156582","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"16","0.156811","192.168.255.117","74.125.250.102","UDP","943","63848  >  19305 Len=901"
"17","0.159950","192.168.255.117","74.125.250.102","UDP","168","63848  >  19305 Len=126"
"18","0.172722","192.168.255.117","204.79.197.200","TLSv1.2","278","Application Data"
"19","0.175958","192.168.255.117","103.43.90.180","TLSv1.2","1036","Application Data"
"20","0.179561","192.168.255.117","74.125.250.102","UDP","166","63848  >  19305 Len=124"
"21","0.182160","192.168.255.117","192.168.255.218","DNS","73","Standard query 0x01a4 A eb2.3lift.com"
"22","0.199913","192.168.255.117","74.125.250.102","UDP","161","63848  >  19305 Len=119"
"23","0.200213","192.168.255.117","172.217.194.113","UDP","75","60537  >  443 Len=33"
"24","0.207406","157.240.10.53","192.168.255.117","TLSv1.2","154","Application Data"
"25","0.209537","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"26","0.220456","192.168.255.117","74.125.250.102","UDP","168","63848  >  19305 Len=126"
"27","0.240246","192.168.255.117","74.125.250.102","UDP","158","63848  >  19305 Len=116"
"28","0.244836","192.168.255.117","74.125.250.102","UDP","854","63848  >  19305 Len=812"
"29","0.254128","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"30","0.259885","192.168.255.117","74.125.250.102","UDP","159","63848  >  19305 Len=117"
"31","0.265203","192.168.255.218","192.168.255.117","DNS","126","Standard query response 0x01a4 A eb2.3lift.com CNAME as-eb2.3lift.com A 35.71.178.8 A 52.223.2.229"
"32","0.266499","192.168.255.117","35.71.178.8","TCP","66","50111  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"33","0.280755","192.168.255.117","74.125.250.102","UDP","159","63848  >  19305 Len=117"
"34","0.290688","204.79.197.200","192.168.255.117","TCP","54","443  >  50094 [ACK] Seq=1 Ack=225 Win=16386 Len=0"
"35","0.299933","192.168.255.117","74.125.250.102","UDP","158","63848  >  19305 Len=116"
"36","0.309031","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"37","0.310464","172.217.194.113","192.168.255.117","UDP","68","443  >  60537 Len=26"
"38","0.320727","192.168.255.117","74.125.250.102","UDP","160","63848  >  19305 Len=118"
"39","0.326738","192.168.255.117","74.125.250.102","UDP","100","63848  >  19305 Len=58"
"40","0.333190","103.43.90.180","192.168.255.117","TCP","54","443  >  50110 [ACK] Seq=1 Ack=983 Win=41366 Len=0"
"41","0.340936","192.168.255.117","74.125.250.102","UDP","158","63848  >  19305 Len=116"
"42","0.352904","103.43.90.180","192.168.255.117","TLSv1.2","1208","Application Data"
"43","0.357288","192.168.255.117","103.43.90.180","TLSv1.2","896","Application Data"
"44","0.359579","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"45","0.360302","192.168.255.117","74.125.250.102","UDP","163","63848  >  19305 Len=121"
"46","0.363708","204.79.197.200","192.168.255.117","TLSv1.2","305","Application Data"
"47","0.363708","204.79.197.200","192.168.255.117","TLSv1.2","92","Application Data"
"48","0.363827","192.168.255.117","204.79.197.200","TCP","54","50094  >  443 [ACK] Seq=225 Ack=290 Win=258 Len=0"
"49","0.371178","192.168.255.117","192.168.255.218","DNS","73","Standard query 0x676d A hbx.media.net"
"50","0.379954","192.168.255.117","74.125.250.102","UDP","162","63848  >  19305 Len=120"
"51","0.382315","192.168.255.117","74.125.250.102","UDP","1070","63848  >  19305 Len=1028"
"52","0.382591","35.71.178.8","192.168.255.117","TCP","66","443  >  50111 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"53","0.382730","192.168.255.117","35.71.178.8","TCP","54","50111  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"54","0.383159","192.168.255.117","35.71.178.8","TLSv1.2","571","Client Hello"
"55","0.385658","192.168.255.117","74.125.250.102","UDP","1070","63848  >  19305 Len=1028"
"56","0.390097","192.168.255.117","74.125.250.102","UDP","1070","63848  >  19305 Len=1028"
"57","0.394595","192.168.255.117","74.125.250.102","UDP","1070","63848  >  19305 Len=1028"
"58","0.400782","192.168.255.117","74.125.250.102","UDP","149","63848  >  19305 Len=107"
"59","0.404989","192.168.255.117","157.240.10.53","TCP","54","49768  >  443 [ACK] Seq=1 Ack=101 Win=4191 Len=0"
"60","0.420233","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"61","0.420544","192.168.255.117","74.125.250.102","UDP","161","63848  >  19305 Len=119"
"62","0.429650","157.240.10.53","192.168.255.117","TCP","154","[TCP Spurious Retransmission] 443  >  49768 [PSH, ACK] Seq=1 Ack=1 Win=432 Len=100"
"63","0.429816","192.168.255.117","157.240.10.53","TCP","66","[TCP Dup ACK 59#1] 49768  >  443 [ACK] Seq=1 Ack=101 Win=4191 Len=0 SLE=1 SRE=101"
"64","0.440213","192.168.255.117","74.125.250.102","UDP","179","63848  >  19305 Len=137"
"65","0.456758","192.168.255.117","74.125.250.102","UDP","740","63848  >  19305 Len=698"
"66","0.460779","192.168.255.117","74.125.250.102","UDP","161","63848  >  19305 Len=119"
"67","0.462812","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"68","0.463155","192.168.255.218","192.168.255.117","DNS","89","Standard query response 0x676d A hbx.media.net A 96.16.220.24"
"69","0.464482","192.168.255.117","96.16.220.24","TCP","66","50112  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"70","0.480316","192.168.255.117","74.125.250.102","UDP","159","63848  >  19305 Len=117"
"71","0.483750","74.125.250.102","192.168.255.117","UDP","156","19305  >  63848 Len=114"
"72","0.488023","35.71.178.8","192.168.255.117","TCP","54","443  >  50111 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"73","0.492333","35.71.178.8","192.168.255.117","TLSv1.2","1269","[TCP Previous segment not captured] , Ignored Unknown Record"
"74","0.492333","35.71.178.8","192.168.255.117","TCP","1434","[TCP Out-Of-Order] 443  >  50111 [ACK] Seq=1 Ack=518 Win=66816 Len=1380"
"75","0.492333","35.71.178.8","192.168.255.117","TCP","1434","[TCP Out-Of-Order] 443  >  50111 [ACK] Seq=1381 Ack=518 Win=66816 Len=1380"
"76","0.492490","192.168.255.117","35.71.178.8","TCP","66","[TCP Dup ACK 53#1] 50111  >  443 [ACK] Seq=518 Ack=1 Win=66048 Len=0 SLE=4141 SRE=5356"
"77","0.492607","192.168.255.117","35.71.178.8","TCP","66","50111  >  443 [ACK] Seq=518 Ack=1381 Win=66048 Len=0 SLE=4141 SRE=5356"
"78","0.492665","192.168.255.117","35.71.178.8","TCP","66","50111  >  443 [ACK] Seq=518 Ack=2761 Win=66048 Len=0 SLE=4141 SRE=5356"
"79","0.493538","35.71.178.8","192.168.255.117","TCP","1434","[TCP Out-Of-Order] 443  >  50111 [ACK] Seq=2761 Ack=518 Win=66816 Len=1380"
"80","0.493620","192.168.255.117","35.71.178.8","TCP","54","50111  >  443 [ACK] Seq=518 Ack=5356 Win=66048 Len=0"
"81","0.499967","192.168.255.117","74.125.250.102","UDP","161","63848  >  19305 Len=119"
"82","0.516596","192.168.255.117","35.71.178.8","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"83","0.516999","192.168.255.117","35.71.178.8","TLSv1.2","153","Application Data"
"84","0.517351","192.168.255.117","35.71.178.8","TLSv1.2","503","Application Data"
"85","0.519514","35.71.178.8","192.168.255.117","TCP","1269","[TCP Spurious Retransmission] 443  >  50111 [PSH, ACK] Seq=4141 Ack=518 Win=66816 Len=1215"
"86","0.519514","103.43.90.180","192.168.255.117","TLSv1.2","1150","Application Data"
"87","0.519514","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"88","0.519662","192.168.255.117","35.71.178.8","TCP","66","[TCP Dup ACK 80#1] 50111  >  443 [ACK] Seq=1192 Ack=5356 Win=66048 Len=0 SLE=4141 SRE=5356"
"89","0.521351","192.168.255.117","74.125.250.102","UDP","163","63848  >  19305 Len=121"
"90","0.523087","142.251.10.95","192.168.255.117","UDP","160","443  >  64219 Len=118"
"91","0.524963","192.168.255.117","103.43.90.180","TLSv1.2","938","Application Data"
"92","0.540613","192.168.255.117","74.125.250.102","UDP","147","63848  >  19305 Len=105"
"93","0.548236","192.168.255.117","142.251.10.95","UDP","75","64219  >  443 Len=33"
"94","0.554937","192.168.255.117","172.217.194.94","QUIC","1292","Initial, DCID=c8ca3419f74ef0c7, PKN: 1, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PING, PING, CRYPTO"
"95","0.555687","192.168.255.117","172.217.194.94","QUIC","115","0-RTT, DCID=c8ca3419f74ef0c7"
"96","0.555981","192.168.255.117","74.125.250.102","UDP","929","63848  >  19305 Len=887"
"97","0.556494","192.168.255.117","172.217.194.94","QUIC","565","0-RTT, DCID=c8ca3419f74ef0c7"
"98","0.561383","192.168.255.117","74.125.250.102","UDP","148","63848  >  19305 Len=106"
"99","0.565976","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"100","0.579931","192.168.255.117","74.125.250.102","UDP","154","63848  >  19305 Len=112"
"101","0.582330","96.16.220.24","192.168.255.117","TCP","66","443  >  50112 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1380 SACK_PERM=1 WS=128"
"102","0.582508","192.168.255.117","96.16.220.24","TCP","54","50112  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"103","0.582955","192.168.255.117","96.16.220.24","TLSv1.3","571","Client Hello"
"104","0.600149","192.168.255.117","74.125.250.102","UDP","150","63848  >  19305 Len=108"
"105","0.602269","35.71.178.8","192.168.255.117","TCP","1434","[TCP Spurious Retransmission] 443  >  50111 [ACK] Seq=1 Ack=518 Win=66816 Len=1380"
"106","0.602269","35.71.178.8","192.168.255.117","TCP","1434","[TCP Spurious Retransmission] 443  >  50111 [ACK] Seq=1381 Ack=518 Win=66816 Len=1380"
"107","0.602269","35.71.178.8","192.168.255.117","TCP","1434","[TCP Spurious Retransmission] 443  >  50111 [PSH, ACK] Seq=2761 Ack=518 Win=66816 Len=1380"
"108","0.602409","192.168.255.117","35.71.178.8","TCP","66","[TCP Dup ACK 80#2] 50111  >  443 [ACK] Seq=1192 Ack=5356 Win=66048 Len=0 SLE=1 SRE=1381"
"109","0.602482","192.168.255.117","35.71.178.8","TCP","66","[TCP Dup ACK 80#3] 50111  >  443 [ACK] Seq=1192 Ack=5356 Win=66048 Len=0 SLE=1381 SRE=2761"
"110","0.602512","192.168.255.117","35.71.178.8","TCP","66","[TCP Dup ACK 80#4] 50111  >  443 [ACK] Seq=1192 Ack=5356 Win=66048 Len=0 SLE=2761 SRE=4141"
"111","0.613859","35.71.178.8","192.168.255.117","TCP","54","443  >  50111 [ACK] Seq=5356 Ack=644 Win=66816 Len=0"
"112","0.620615","192.168.255.117","74.125.250.102","UDP","150","63848  >  19305 Len=108"
"113","0.622632","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"114","0.622632","35.71.178.8","192.168.255.117","TCP","54","443  >  50111 [ACK] Seq=5356 Ack=743 Win=66816 Len=0"
"115","0.622866","35.71.178.8","192.168.255.117","TCP","54","443  >  50111 [ACK] Seq=5356 Ack=1192 Win=67840 Len=0"
"116","0.622866","35.71.178.8","192.168.255.117","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"117","0.622866","35.71.178.8","192.168.255.117","TLSv1.2","132","Application Data"
"118","0.622866","35.71.178.8","192.168.255.117","TLSv1.2","416","Application Data"
"119","0.623001","192.168.255.117","35.71.178.8","TCP","54","50111  >  443 [ACK] Seq=1192 Ack=6054 Win=65536 Len=0"
"120","0.623831","192.168.255.117","35.71.178.8","TLSv1.2","92","Application Data"
"121","0.625620","192.168.255.117","35.71.178.8","TLSv1.2","143","Application Data"
"122","0.641098","192.168.255.117","74.125.250.102","UDP","149","63848  >  19305 Len=107"
"123","0.642670","35.71.178.8","192.168.255.117","TCP","416","[TCP Spurious Retransmission] 443  >  50111 [PSH, ACK] Seq=5692 Ack=1192 Win=67840 Len=362"
"124","0.642754","192.168.255.117","35.71.178.8","TCP","66","[TCP Dup ACK 119#1] 50111  >  443 [ACK] Seq=1319 Ack=6054 Win=65536 Len=0 SLE=5692 SRE=6054"
"125","0.643116","192.168.255.117","74.125.250.102","UDP","887","63848  >  19305 Len=845"
"126","0.660041","192.168.255.117","74.125.250.102","UDP","151","63848  >  19305 Len=109"
"127","0.676595","172.217.194.94","192.168.255.117","QUIC","1292","Protected Payload (KP0)"
"128","0.676595","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"129","0.677061","103.43.90.180","192.168.255.117","TLSv1.2","1032","Application Data"
"130","0.678036","192.168.255.117","172.217.194.94","QUIC","121","Handshake, DCID=c8ca3419f74ef0c7"
"131","0.678427","172.217.194.94","192.168.255.117","QUIC","664","Protected Payload (KP0)"
"132","0.678427","172.217.194.94","192.168.255.117","QUIC","68","Protected Payload (KP0)"
"133","0.678774","172.217.194.94","192.168.255.117","QUIC","67","Protected Payload (KP0)"
"134","0.678829","192.168.255.117","172.217.194.94","QUIC","75","Protected Payload (KP0), DCID=c8ca3419f74ef0c7"
"135","0.679601","172.217.194.94","192.168.255.117","QUIC","652","Protected Payload (KP0)"
"136","0.679601","172.217.194.94","192.168.255.117","QUIC","68","Protected Payload (KP0)"
"137","0.680200","192.168.255.117","172.217.194.94","QUIC","77","Protected Payload (KP0), DCID=c8ca3419f74ef0c7"
"138","0.680467","192.168.255.117","74.125.250.102","UDP","153","63848  >  19305 Len=111"
"139","0.680469","192.168.255.117","103.43.90.180","TLSv1.2","755","Application Data"
"140","0.700656","192.168.255.117","74.125.250.102","UDP","164","63848  >  19305 Len=122"
"141","0.707292","192.168.255.117","172.217.194.94","QUIC","75","Protected Payload (KP0), DCID=c8ca3419f74ef0c7"
"142","0.721201","192.168.255.117","74.125.250.102","UDP","149","63848  >  19305 Len=107"
"143","0.726451","35.71.178.8","192.168.255.117","TCP","54","443  >  50111 [ACK] Seq=6054 Ack=1230 Win=67840 Len=0"
"144","0.727103","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"145","0.727584","192.168.255.117","142.251.10.95","UDP","75","64219  >  443 Len=33"
"146","0.732759","96.16.220.24","192.168.255.117","TCP","54","443  >  50112 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"147","0.734390","35.71.178.8","192.168.255.117","TCP","54","443  >  50111 [ACK] Seq=6054 Ack=1319 Win=67840 Len=0"
"148","0.734390","96.16.220.24","192.168.255.117","TLSv1.3","1434","Server Hello, Change Cipher Spec, Application Data"
"149","0.739212","96.16.220.24","192.168.255.117","TCP","1434","443  >  50112 [PSH, ACK] Seq=1381 Ack=518 Win=64128 Len=1380 [TCP segment of a reassembled PDU]"
"150","0.739212","35.71.178.8","192.168.255.117","TLSv1.2","213","Application Data"
"151","0.739212","35.71.178.8","192.168.255.117","TLSv1.2","92","Application Data"
"152","0.739212","96.16.220.24","192.168.255.117","TLSv1.3","1206","Application Data, Application Data, Application Data"
"153","0.739414","192.168.255.117","96.16.220.24","TCP","54","50112  >  443 [ACK] Seq=518 Ack=3913 Win=66048 Len=0"
"154","0.739533","192.168.255.117","35.71.178.8","TCP","54","50111  >  443 [ACK] Seq=1319 Ack=6251 Win=65280 Len=0"
"155","0.740224","192.168.255.117","74.125.250.102","UDP","147","63848  >  19305 Len=105"
"156","0.747231","192.168.255.117","96.16.220.24","TLSv1.3","134","Change Cipher Spec, Application Data"
"157","0.747650","192.168.255.117","96.16.220.24","TLSv1.3","146","Application Data"
"158","0.748934","192.168.255.117","96.16.220.24","TLSv1.3","506","Application Data"
"159","0.751230","192.168.255.117","192.168.255.218","DNS","71","Standard query 0x1abc A cm.mgid.com"
"160","0.760466","192.168.255.117","74.125.250.102","UDP","151","63848  >  19305 Len=109"
"161","0.774949","192.168.255.117","74.125.250.102","UDP","1193","63848  >  19305 Len=1151"
"162","0.779956","192.168.255.117","74.125.250.102","UDP","157","63848  >  19305 Len=115"
"163","0.782468","192.168.255.117","74.125.250.102","UDP","1193","63848  >  19305 Len=1151"
"164","0.785468","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"165","0.786406","192.168.255.117","74.125.250.102","UDP","1193","63848  >  19305 Len=1151"
"166","0.787500","172.217.194.94","192.168.255.117","QUIC","134","Protected Payload (KP0)"
"167","0.787500","172.217.194.94","192.168.255.117","QUIC","67","Protected Payload (KP0)"
"168","0.799943","192.168.255.117","74.125.250.102","UDP","152","63848  >  19305 Len=110"
"169","0.813504","192.168.255.117","172.217.194.94","QUIC","75","Protected Payload (KP0), DCID=c8ca3419f74ef0c7"
"170","0.821363","192.168.255.117","74.125.250.102","UDP","154","63848  >  19305 Len=112"
"171","0.822370","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"172","0.840274","192.168.255.117","74.125.250.102","UDP","150","63848  >  19305 Len=108"
"173","0.843169","192.168.255.218","192.168.255.117","DNS","151","Standard query response 0x1abc A cm.mgid.com A 104.19.133.78 A 104.19.135.78 A 104.19.134.78 A 104.19.132.78 A 104.19.136.78"
"174","0.845204","192.168.255.117","104.19.133.78","TCP","66","50113  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"175","0.852581","142.251.10.95","192.168.255.117","UDP","67","443  >  64219 Len=25"
"176","0.852732","103.43.90.180","192.168.255.117","TLSv1.2","987","Application Data"
"177","0.855087","192.168.255.117","74.125.250.102","UDP","904","63848  >  19305 Len=862"
"178","0.856487","192.168.255.117","103.43.90.180","TLSv1.2","775","Application Data"
"179","0.860188","192.168.255.117","74.125.250.102","UDP","155","63848  >  19305 Len=113"
"180","0.880456","192.168.255.117","74.125.250.102","UDP","155","63848  >  19305 Len=113"
"181","0.881608","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"182","0.883300","96.16.220.24","192.168.255.117","TCP","54","443  >  50112 [ACK] Seq=3913 Ack=598 Win=64128 Len=0"
"183","0.883300","96.16.220.24","192.168.255.117","TCP","54","443  >  50112 [ACK] Seq=3913 Ack=690 Win=64128 Len=0"
"184","0.883582","96.16.220.24","192.168.255.117","TCP","54","443  >  50112 [ACK] Seq=3913 Ack=1142 Win=64128 Len=0"
"185","0.883582","96.16.220.24","192.168.255.117","TLSv1.3","325","Application Data"
"186","0.884680","192.168.255.117","74.125.250.102","STUN","154","Binding Request user: 6g+sCYpQJOazmUIR:OAFq"
"187","0.892728","96.16.220.24","192.168.255.117","TLSv1.3","325","Application Data"
"188","0.892728","96.16.220.24","192.168.255.117","TLSv1.3","124","Application Data"
"189","0.892859","192.168.255.117","96.16.220.24","TCP","54","50112  >  443 [ACK] Seq=1142 Ack=4525 Win=65536 Len=0"
"190","0.893163","192.168.255.117","96.16.220.24","TLSv1.3","85","Application Data"
"191","0.899976","192.168.255.117","74.125.250.102","UDP","158","63848  >  19305 Len=116"
"192","0.919204","96.16.220.24","192.168.255.117","TLSv1.3","701","Application Data"
"193","0.921541","192.168.255.117","74.125.250.102","UDP","153","63848  >  19305 Len=111"
"194","0.924398","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"195","0.932049","192.168.255.117","192.168.255.218","DNS","79","Standard query 0x480c A px.ads.linkedin.com"
"196","0.940470","192.168.255.117","74.125.250.102","UDP","157","63848  >  19305 Len=115"
"197","0.960162","192.168.255.117","74.125.250.102","UDP","154","63848  >  19305 Len=112"
"198","0.965377","192.168.255.117","96.16.220.24","TCP","54","50112  >  443 [ACK] Seq=1173 Ack=5172 Win=64768 Len=0"
"199","0.974715","192.168.255.117","74.125.250.102","UDP","136","63848  >  19305 Len=94"
"200","0.975416","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"201","0.980829","192.168.255.117","74.125.250.102","UDP","150","63848  >  19305 Len=108"
"202","0.986391","192.168.255.117","74.125.250.102","UDP","963","63848  >  19305 Len=921"
"203","0.987769","74.125.250.102","192.168.255.117","STUN","134","Binding Success Response user: 6g+sCYpQJOazmUIR:OAFq XOR-MAPPED-ADDRESS: 140.213.231.112:63848"
"204","1.000269","103.43.90.180","192.168.255.117","TLSv1.2","930","Application Data"
"205","1.000764","192.168.255.117","74.125.250.102","UDP","157","63848  >  19305 Len=115"
"206","1.001033","192.168.255.117","104.19.133.78","TCP","66","50114  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"207","1.006664","192.168.255.117","104.70.235.169","TLSv1.2","157","Application Data"
"208","1.020227","192.168.255.117","74.125.250.102","UDP","159","63848  >  19305 Len=117"
"209","1.029995","192.168.255.218","192.168.255.117","DNS","177","Standard query response 0x480c A px.ads.linkedin.com CNAME www.linkedin.com CNAME www-linkedin-com.l-0005.l-msedge.net CNAME l-0005.l-msedge.net A 13.107.42.14"
"210","1.032394","192.168.255.117","13.107.42.14","TCP","66","50115  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"211","1.040229","192.168.255.117","74.125.250.102","UDP","154","63848  >  19305 Len=112"
"212","1.041392","192.168.255.117","74.125.250.102","UDP","1172","63848  >  19305 Len=1130"
"213","1.041609","192.168.255.117","103.43.90.180","TCP","54","50110  >  443 [ACK] Seq=4131 Ack=5038 Win=63984 Len=0"
"214","1.057610","192.168.255.117","142.251.10.95","UDP","75","64219  >  443 Len=33"
"215","1.060758","192.168.255.117","74.125.250.102","UDP","151","63848  >  19305 Len=109"
"216","1.080009","192.168.255.117","74.125.250.102","UDP","150","63848  >  19305 Len=108"
"217","1.100361","192.168.255.117","74.125.250.102","UDP","152","63848  >  19305 Len=110"
"218","1.108918","96.16.220.24","192.168.255.117","TCP","54","443  >  50112 [ACK] Seq=5172 Ack=1173 Win=64128 Len=0"
"219","1.109142","74.125.250.102","192.168.255.117","UDP","100","19305  >  63848 Len=58"
"220","1.109142","104.19.133.78","192.168.255.117","TCP","66","443  >  50113 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=1024"
"221","1.109369","192.168.255.117","104.19.133.78","TCP","54","50113  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"222","1.109839","192.168.255.117","104.19.133.78","TLSv1.3","571","Client Hello"
"223","1.110029","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"224","1.120552","192.168.255.117","74.125.250.102","UDP","155","63848  >  19305 Len=113"
"225","1.140462","192.168.255.117","74.125.250.102","UDP","152","63848  >  19305 Len=110"
"226","1.140687","13.107.42.14","192.168.255.117","TCP","66","443  >  50115 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=256 SACK_PERM=1"
"227","1.140890","192.168.255.117","13.107.42.14","TCP","54","50115  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"228","1.141424","192.168.255.117","13.107.42.14","TLSv1.2","571","Client Hello"
"229","1.160811","192.168.255.117","74.125.250.102","UDP","152","63848  >  19305 Len=110"
"230","1.172282","104.70.235.169","192.168.255.117","TCP","1434","443  >  50087 [ACK] Seq=1 Ack=104 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"231","1.172282","104.70.235.169","192.168.255.117","TLSv1.2","1224","Application Data"
"232","1.172451","192.168.255.117","104.70.235.169","TCP","54","50087  >  443 [ACK] Seq=104 Ack=2551 Win=4193 Len=0"
"233","1.172670","142.251.10.95","192.168.255.117","UDP","67","443  >  64219 Len=25"
"234","1.180678","192.168.255.117","74.125.250.102","UDP","153","63848  >  19305 Len=111"
"235","1.183327","192.168.255.117","104.70.235.169","TLSv1.2","158","Application Data"
"236","1.185878","192.168.255.117","74.125.250.102","UDP","1127","63848  >  19305 Len=1085"
"237","1.188519","74.125.250.102","192.168.255.117","UDP","108","19305  >  63848 Len=66"
"238","1.191959","192.168.255.117","104.70.235.169","TLSv1.2","172","Application Data"
"239","1.192061","192.168.255.117","74.125.250.102","UDP","1127","63848  >  19305 Len=1085"
"240","1.197079","192.168.255.117","74.125.250.102","UDP","1128","63848  >  19305 Len=1086"
"241","1.199845","192.168.255.117","74.125.250.102","UDP","162","63848  >  19305 Len=120"
"242","1.220692","192.168.255.117","74.125.250.102","UDP","160","63848  >  19305 Len=118"
"243","1.241039","192.168.255.117","74.125.250.102","UDP","153","63848  >  19305 Len=111"
"244","1.242056","74.125.250.102","192.168.255.117","UDP","104","19305  >  63848 Len=62"
"245","1.259807","13.107.42.14","192.168.255.117","TCP","54","443  >  50115 [ACK] Seq=1 Ack=518 Win=4194560 Len=0"
"246","1.259937","192.168.255.117","74.125.250.102","UDP","1015","63848  >  19305 Len=973"
"247","1.260373","192.168.255.117","74.125.250.102","UDP","154","63848  >  19305 Len=112"
"248","1.261194","13.107.42.14","192.168.255.117","TCP","1434","443  >  50115 [ACK] Seq=1 Ack=518 Win=4194560 Len=1380 [TCP segment of a reassembled PDU]"
"249","1.261194","13.107.42.14","192.168.255.117","TCP","1434","443  >  50115 [ACK] Seq=1381 Ack=518 Win=4194560 Len=1380 [TCP segment of a reassembled PDU]"
"250","1.261194","13.107.42.14","192.168.255.117","TCP","1434","443  >  50115 [ACK] Seq=2761 Ack=518 Win=4194560 Len=1380 [TCP segment of a reassembled PDU]"
"251","1.261194","13.107.42.14","192.168.255.117","TLSv1.2","389","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"252","1.261361","192.168.255.117","13.107.42.14","TCP","54","50115  >  443 [ACK] Seq=518 Ack=4476 Win=66048 Len=0"
"253","1.264633","104.19.133.78","192.168.255.117","TCP","66","443  >  50114 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=1024"
"254","1.264817","192.168.255.117","104.19.133.78","TCP","54","50114  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"255","1.265320","192.168.255.117","104.19.133.78","TLSv1.3","571","Client Hello"
"256","1.273444","192.168.255.117","13.107.42.14","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"257","1.273868","192.168.255.117","13.107.42.14","TLSv1.2","153","Application Data"
